InvoiceNumber,SalesChannel,WarehouseLocationCode,ProcurementDate,SalesOrderDate,DispatchDate,DeliveryDate,Currency,SalesRepID,CustomerID,BranchCode,ProductCode,QuantityOrdered,DiscountRate,UnitSalePrice,UnitProductionCost
SO - 000899,Agency,TEH1001,2018-04-10 00:00:00,2018-08-31 00:00:00,2018-09-16 00:00:00,2018-09-18 00:00:00,IRR,27,2076,ISF002,1052,8,0.15,1031.8,474.628
SO - 000900,Online,MHD1003,2018-04-10 00:00:00,2018-08-31 00:00:00,2018-09-03 00:00:00,2018-09-11 00:00:00,IRR,21,2981,TEH001,1021,3,0.3,884.4,371.448
SO - 000901,Distributor,ISF1002,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-27 00:00:00,2018-10-03 00:00:00,IRR,25,2450,TEH001,1037,4,0.05,1118.9,469.938
SO - 000902,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-28 00:00:00,2018-10-08 00:00:00,IRR,19,2943,SHZ003,1082,4,0.05,2338.3,958.703
SO - 000903,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-17 00:00:00,2018-09-24 00:00:00,IRR,20,2182,MHD004,1096,2,0.05,810.7,551.276
SO - 000904,Agency,TEH1001,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-12 00:00:00,2018-09-16 00:00:00,IRR,15,2729,ISF002,1061,7,0.1,3932.9,1651.818
SO - 000905,Agency,MHD1003,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-11 00:00:00,2018-09-12 00:00:00,IRR,25,2817,SHZ003,1084,4,0.1,844.2,337.68
SO - 000906,Distributor,TEH1001,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-11 00:00:00,2018-09-15 00:00:00,IRR,26,2702,TEH001,1019,4,0.1,180.9,119.394
SO - 000907,Online,MHD1003,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-12 00:00:00,2018-09-16 00:00:00,IRR,13,2594,ISF002,1015,7,0.075,2365.1,1986.684
SO - 000908,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-09-01 00:00:00,2018-09-15 00:00:00,2018-09-16 00:00:00,IRR,7,2955,MHD004,1023,4,0.1,2358.4,1084.864
SO - 000909,Direct Sales,TBZ1004,2018-07-19 00:00:00,2018-09-02 00:00:00,2018-09-28 00:00:00,2018-10-06 00:00:00,IRR,3,2762,ISF002,1089,7,0.075,1748.7,1171.629
SO - 000910,Distributor,ISF1002,2018-07-19 00:00:00,2018-09-02 00:00:00,2018-09-09 00:00:00,2018-09-19 00:00:00,IRR,13,2496,MHD004,1008,3,0.05,1822.4,1202.784
SO - 000911,Distributor,MHD1003,2018-04-10 00:00:00,2018-09-02 00:00:00,2018-09-28 00:00:00,2018-10-07 00:00:00,IRR,16,2639,ISF002,1080,3,0.075,824.1,684.003
SO - 000912,Online,TBZ1004,2018-04-10 00:00:00,2018-09-02 00:00:00,2018-09-14 00:00:00,2018-09-17 00:00:00,IRR,26,2296,TEH001,1040,7,0.075,1882.7,1317.89
SO - 000913,Online,MHD1003,2018-04-10 00:00:00,2018-09-02 00:00:00,2018-09-08 00:00:00,2018-09-09 00:00:00,IRR,9,2518,SHZ003,1007,5,0.075,3819,1565.79
SO - 000914,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-02 00:00:00,2018-09-18 00:00:00,2018-09-25 00:00:00,IRR,13,2382,ISF002,1032,4,0.05,1085.4,672.948
SO - 000915,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-09-02 00:00:00,2018-09-29 00:00:00,2018-09-30 00:00:00,IRR,26,2200,ISF002,1038,8,0.075,1072,857.6
SO - 000916,Online,TEH1001,2018-04-10 00:00:00,2018-09-02 00:00:00,2018-09-20 00:00:00,2018-09-23 00:00:00,IRR,26,2208,TBZ005,1071,8,0.075,1051.9,441.798
SO - 000917,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-03 00:00:00,2018-09-16 00:00:00,2018-09-24 00:00:00,IRR,4,2963,SHZ003,1070,4,0.05,1025.1,584.307
SO - 000918,Agency,TEH1001,2018-04-10 00:00:00,2018-09-03 00:00:00,2018-10-01 00:00:00,2018-10-08 00:00:00,IRR,16,2945,MHD004,1044,2,0.15,2231.1,1026.306
SO - 000919,Agency,MHD1003,2018-07-19 00:00:00,2018-09-03 00:00:00,2018-09-13 00:00:00,2018-09-20 00:00:00,IRR,25,2949,TBZ005,1064,2,0.2,261.3,117.585
SO - 000920,Agency,TEH1001,2018-04-10 00:00:00,2018-09-04 00:00:00,2018-09-29 00:00:00,2018-10-01 00:00:00,IRR,11,2394,TBZ005,1064,3,0.2,3524.2,2960.328
SO - 000921,Online,TBZ1004,2018-04-10 00:00:00,2018-09-04 00:00:00,2018-09-23 00:00:00,2018-09-25 00:00:00,IRR,3,2150,MHD004,1008,6,0.3,3819,3207.96
SO - 000922,Direct Sales,TEH1001,2018-07-19 00:00:00,2018-09-04 00:00:00,2018-09-27 00:00:00,2018-10-07 00:00:00,IRR,27,2885,SHZ003,1047,5,0.15,3879.3,2560.338
SO - 000923,Distributor,MHD1003,2018-04-10 00:00:00,2018-09-04 00:00:00,2018-09-07 00:00:00,2018-09-12 00:00:00,IRR,8,2319,TBZ005,1041,3,0.2,227.8,132.124
SO - 000924,Agency,MHD1003,2018-04-10 00:00:00,2018-09-04 00:00:00,2018-09-18 00:00:00,2018-09-22 00:00:00,IRR,20,2785,TBZ005,1009,2,0.1,1145.7,847.818
SO - 000925,Online,ISF1002,2018-07-19 00:00:00,2018-09-04 00:00:00,2018-09-10 00:00:00,2018-09-19 00:00:00,IRR,20,2888,SHZ003,1059,2,0.05,2579.5,1134.98
SO - 000926,Agency,ISF1002,2018-04-10 00:00:00,2018-09-04 00:00:00,2018-10-01 00:00:00,2018-10-03 00:00:00,IRR,13,2256,MHD004,1089,8,0.2,1105.5,464.31
SO - 000927,Online,TBZ1004,2018-04-10 00:00:00,2018-09-04 00:00:00,2018-09-17 00:00:00,2018-09-24 00:00:00,IRR,28,2349,MHD004,1028,4,0.4,1762.1,1215.849
SO - 000928,Online,TBZ1004,2018-07-19 00:00:00,2018-09-04 00:00:00,2018-09-28 00:00:00,2018-09-29 00:00:00,IRR,13,2857,TBZ005,1024,3,0.2,1989.9,935.253
SO - 000929,Agency,ISF1002,2018-04-10 00:00:00,2018-09-05 00:00:00,2018-09-26 00:00:00,2018-10-04 00:00:00,IRR,7,2713,TEH001,1015,3,0.1,261.3,198.588
SO - 000930,Distributor,TEH1001,2018-04-10 00:00:00,2018-09-05 00:00:00,2018-09-07 00:00:00,2018-09-12 00:00:00,IRR,27,2087,MHD004,1019,6,0.1,1072,675.36
SO - 000931,Agency,MHD1003,2018-04-10 00:00:00,2018-09-05 00:00:00,2018-10-03 00:00:00,2018-10-04 00:00:00,IRR,12,2056,TEH001,1069,5,0.075,1058.6,899.81
SO - 000932,Direct Sales,TEH1001,2018-07-19 00:00:00,2018-09-05 00:00:00,2018-10-01 00:00:00,2018-10-02 00:00:00,IRR,9,2395,SHZ003,1034,7,0.05,247.9,131.387
SO - 000933,Online,ISF1002,2018-07-19 00:00:00,2018-09-05 00:00:00,2018-10-03 00:00:00,2018-10-10 00:00:00,IRR,7,2467,MHD004,1087,8,0.1,2659.9,1117.158
SO - 000934,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-09-05 00:00:00,2018-09-30 00:00:00,2018-10-09 00:00:00,IRR,9,2626,MHD004,1050,3,0.05,1031.8,866.712
SO - 000935,Agency,TEH1001,2018-04-10 00:00:00,2018-09-05 00:00:00,2018-09-13 00:00:00,2018-09-20 00:00:00,IRR,15,2740,TEH001,1081,7,0.15,2546,1120.24
SO - 000936,Online,TBZ1004,2018-07-19 00:00:00,2018-09-05 00:00:00,2018-09-21 00:00:00,2018-09-23 00:00:00,IRR,18,2646,TBZ005,1055,7,0.1,857.6,660.352
SO - 000937,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-09-06 00:00:00,2018-09-21 00:00:00,2018-09-28 00:00:00,IRR,20,2701,SHZ003,1035,5,0.1,3946.3,1973.15
SO - 000938,Online,ISF1002,2018-04-10 00:00:00,2018-09-06 00:00:00,2018-10-02 00:00:00,2018-10-10 00:00:00,IRR,4,2525,MHD004,1045,2,0.075,4006.6,2484.092
SO - 000939,Agency,TBZ1004,2018-04-10 00:00:00,2018-09-06 00:00:00,2018-10-03 00:00:00,2018-10-10 00:00:00,IRR,25,2904,SHZ003,1097,4,0.075,1132.3,758.641
SO - 000940,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-06 00:00:00,2018-09-14 00:00:00,2018-09-20 00:00:00,IRR,20,2803,MHD004,1008,6,0.05,897.8,511.746
SO - 000941,Distributor,TEH1001,2018-07-19 00:00:00,2018-09-06 00:00:00,2018-09-23 00:00:00,2018-09-25 00:00:00,IRR,8,2836,SHZ003,1034,4,0.2,3939.6,2678.928
SO - 000942,Distributor,MHD1003,2018-07-19 00:00:00,2018-09-06 00:00:00,2018-09-15 00:00:00,2018-09-24 00:00:00,IRR,26,2103,TEH001,1019,7,0.05,1031.8,515.9
SO - 000943,Agency,ISF1002,2018-07-19 00:00:00,2018-09-06 00:00:00,2018-10-02 00:00:00,2018-10-07 00:00:00,IRR,1,2106,TBZ005,1061,7,0.05,6251.1,4938.369
SO - 000944,Direct Sales,TBZ1004,2018-07-19 00:00:00,2018-09-06 00:00:00,2018-09-29 00:00:00,2018-10-08 00:00:00,IRR,27,2935,SHZ003,1077,7,0.05,3819,2176.83
SO - 000945,Online,ISF1002,2018-04-10 00:00:00,2018-09-06 00:00:00,2018-09-17 00:00:00,2018-09-27 00:00:00,IRR,24,2391,ISF002,1045,1,0.05,5480.6,3233.554
SO - 000946,Distributor,TEH1001,2018-04-10 00:00:00,2018-09-07 00:00:00,2018-09-27 00:00:00,2018-10-04 00:00:00,IRR,21,2081,SHZ003,1065,8,0.075,1045.2,752.544
SO - 000947,Direct Sales,TBZ1004,2018-07-19 00:00:00,2018-09-07 00:00:00,2018-09-19 00:00:00,2018-09-20 00:00:00,IRR,6,2206,MHD004,1078,7,0.4,2298.1,988.183
SO - 000948,Online,MHD1003,2018-07-19 00:00:00,2018-09-07 00:00:00,2018-09-26 00:00:00,2018-09-27 00:00:00,IRR,18,2306,TEH001,1009,7,0.05,924.6,730.434
SO - 000949,Online,TEH1001,2018-04-10 00:00:00,2018-09-07 00:00:00,2018-09-14 00:00:00,2018-09-15 00:00:00,IRR,6,2292,MHD004,1059,3,0.1,2974.8,2231.1
SO - 000950,Distributor,MHD1003,2018-04-10 00:00:00,2018-09-07 00:00:00,2018-09-19 00:00:00,2018-09-27 00:00:00,IRR,21,2843,MHD004,1028,6,0.1,830.8,515.096
SO - 000951,Online,TBZ1004,2018-04-10 00:00:00,2018-09-07 00:00:00,2018-09-17 00:00:00,2018-09-19 00:00:00,IRR,8,2132,MHD004,1035,2,0.1,1051.9,641.659
SO - 000952,Online,TEH1001,2018-07-19 00:00:00,2018-09-07 00:00:00,2018-09-22 00:00:00,2018-09-30 00:00:00,IRR,13,2677,ISF002,1005,4,0.2,1031.8,763.532
SO - 000953,Distributor,TBZ1004,2018-07-19 00:00:00,2018-09-07 00:00:00,2018-09-15 00:00:00,2018-09-20 00:00:00,IRR,3,2780,MHD004,1047,3,0.2,1775.5,905.505
SO - 000954,Agency,TBZ1004,2018-07-19 00:00:00,2018-09-08 00:00:00,2018-09-30 00:00:00,2018-10-02 00:00:00,IRR,7,2533,ISF002,1091,7,0.05,1809,1465.29
SO - 000955,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-09-08 00:00:00,2018-09-21 00:00:00,2018-09-25 00:00:00,IRR,18,2540,ISF002,1084,8,0.4,1005,763.8
SO - 000956,Agency,MHD1003,2018-04-10 00:00:00,2018-09-08 00:00:00,2018-09-18 00:00:00,2018-09-19 00:00:00,IRR,1,2001,SHZ003,1077,4,0.2,167.5,85.425
SO - 000957,Agency,ISF1002,2018-04-10 00:00:00,2018-09-08 00:00:00,2018-09-21 00:00:00,2018-09-26 00:00:00,IRR,14,2247,SHZ003,1093,2,0.075,1098.8,681.256
SO - 000958,Online,TBZ1004,2018-07-19 00:00:00,2018-09-08 00:00:00,2018-09-11 00:00:00,2018-09-17 00:00:00,IRR,22,2938,SHZ003,1006,4,0.05,187.6,91.924
SO - 000959,Distributor,MHD1003,2018-07-19 00:00:00,2018-09-08 00:00:00,2018-09-17 00:00:00,2018-09-27 00:00:00,IRR,26,2148,MHD004,1077,6,0.05,1065.3,511.344
SO - 000960,Online,TEH1001,2018-04-10 00:00:00,2018-09-08 00:00:00,2018-10-04 00:00:00,2018-10-11 00:00:00,IRR,21,2767,TBZ005,1033,3,0.2,1179.2,813.648
SO - 000961,Agency,MHD1003,2018-07-19 00:00:00,2018-09-09 00:00:00,2018-09-15 00:00:00,2018-09-20 00:00:00,IRR,5,2297,TBZ005,1043,4,0.075,1045.2,418.08
SO - 000962,Distributor,ISF1002,2018-04-10 00:00:00,2018-09-09 00:00:00,2018-10-06 00:00:00,2018-10-11 00:00:00,IRR,21,2161,TEH001,1007,7,0.05,837.5,644.875
SO - 000963,Online,ISF1002,2018-04-10 00:00:00,2018-09-09 00:00:00,2018-10-03 00:00:00,2018-10-04 00:00:00,IRR,10,2180,TEH001,1070,4,0.075,1172.5,480.725
SO - 000964,Agency,TEH1001,2018-04-10 00:00:00,2018-09-09 00:00:00,2018-09-18 00:00:00,2018-09-24 00:00:00,IRR,21,2129,ISF002,1028,1,0.15,268,123.28
SO - 000965,Agency,MHD1003,2018-04-10 00:00:00,2018-09-09 00:00:00,2018-09-24 00:00:00,2018-09-25 00:00:00,IRR,11,2851,MHD004,1021,3,0.075,1085.4,640.386
SO - 000966,Online,ISF1002,2018-04-10 00:00:00,2018-09-09 00:00:00,2018-10-02 00:00:00,2018-10-10 00:00:00,IRR,25,2202,TBZ005,1074,6,0.05,3115.5,1246.2
SO - 000967,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-09-10 00:00:00,2018-09-29 00:00:00,2018-10-02 00:00:00,IRR,26,2058,TEH001,1049,8,0.05,2412,1447.2
SO - 000968,Distributor,TEH1001,2018-07-19 00:00:00,2018-09-10 00:00:00,2018-09-23 00:00:00,2018-09-29 00:00:00,IRR,10,2260,ISF002,1038,5,0.15,3926.2,1923.838
SO - 000969,Direct Sales,MHD1003,2018-07-19 00:00:00,2018-09-10 00:00:00,2018-09-21 00:00:00,2018-09-30 00:00:00,IRR,25,2337,ISF002,1074,7,0.2,2284.7,1713.525
SO - 000970,Direct Sales,MHD1003,2018-07-19 00:00:00,2018-09-10 00:00:00,2018-10-05 00:00:00,2018-10-06 00:00:00,IRR,13,2085,TBZ005,1083,5,0.05,783.9,556.569
SO - 000971,Direct Sales,TEH1001,2018-07-19 00:00:00,2018-09-10 00:00:00,2018-09-12 00:00:00,2018-09-14 00:00:00,IRR,7,2575,SHZ003,1076,8,0.075,871,557.44
SO - 000972,Distributor,TBZ1004,2018-07-19 00:00:00,2018-09-10 00:00:00,2018-10-04 00:00:00,2018-10-11 00:00:00,IRR,20,2408,ISF002,1013,3,0.05,1051.9,831.001
SO - 000973,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-10 00:00:00,2018-09-24 00:00:00,2018-09-25 00:00:00,IRR,8,2380,TEH001,1060,1,0.05,1219.4,609.7
SO - 000974,Agency,MHD1003,2018-04-10 00:00:00,2018-09-10 00:00:00,2018-09-21 00:00:00,2018-10-01 00:00:00,IRR,7,2503,MHD004,1086,5,0.2,877.7,509.066
SO - 000975,Online,TBZ1004,2018-07-19 00:00:00,2018-09-10 00:00:00,2018-09-16 00:00:00,2018-09-17 00:00:00,IRR,3,2149,ISF002,1064,6,0.1,261.3,151.554
SO - 000976,Online,MHD1003,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-09-15 00:00:00,2018-09-19 00:00:00,IRR,11,2737,ISF002,1016,7,0.15,5172.4,3155.164
SO - 000977,Agency,TBZ1004,2018-07-19 00:00:00,2018-09-11 00:00:00,2018-10-09 00:00:00,2018-10-19 00:00:00,IRR,12,2796,SHZ003,1096,1,0.1,2237.8,1834.996
SO - 000978,Agency,TBZ1004,2018-07-19 00:00:00,2018-09-11 00:00:00,2018-10-09 00:00:00,2018-10-12 00:00:00,IRR,6,2843,TEH001,1038,5,0.05,180.9,135.675
SO - 000979,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-10-06 00:00:00,2018-10-10 00:00:00,IRR,4,2229,SHZ003,1088,6,0.075,1876,1594.6
SO - 000980,Online,TEH1001,2018-07-19 00:00:00,2018-09-11 00:00:00,2018-09-21 00:00:00,2018-09-23 00:00:00,IRR,21,2348,TEH001,1073,8,0.2,5815.6,4303.544
SO - 000981,Agency,TBZ1004,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-10-05 00:00:00,2018-10-15 00:00:00,IRR,9,2309,MHD004,1054,6,0.1,1922.9,903.763
SO - 000982,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-09-19 00:00:00,2018-09-27 00:00:00,IRR,1,2361,MHD004,1021,5,0.05,1051.9,441.798
SO - 000983,Online,ISF1002,2018-07-19 00:00:00,2018-09-11 00:00:00,2018-09-16 00:00:00,2018-09-24 00:00:00,IRR,17,2010,TBZ005,1003,7,0.2,5996.5,3597.9
SO - 000984,Distributor,MHD1003,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-09-20 00:00:00,2018-09-25 00:00:00,IRR,28,2147,TEH001,1098,8,0.2,1172.5,926.275
SO - 000985,Distributor,ISF1002,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-09-22 00:00:00,2018-09-25 00:00:00,IRR,28,2151,SHZ003,1001,8,0.05,207.7,153.698
SO - 000986,Direct Sales,TBZ1004,2018-07-19 00:00:00,2018-09-11 00:00:00,2018-10-02 00:00:00,2018-10-06 00:00:00,IRR,3,2440,TEH001,1005,6,0.1,1085.4,868.32
SO - 000987,Online,TEH1001,2018-04-10 00:00:00,2018-09-11 00:00:00,2018-10-08 00:00:00,2018-10-15 00:00:00,IRR,16,2275,TEH001,1076,7,0.2,964.8,627.12
SO - 000988,Agency,MHD1003,2018-07-19 00:00:00,2018-09-11 00:00:00,2018-09-30 00:00:00,2018-10-04 00:00:00,IRR,27,2926,TEH001,1010,2,0.05,3832.4,3142.568
SO - 000989,Agency,MHD1003,2018-04-10 00:00:00,2018-09-12 00:00:00,2018-09-21 00:00:00,2018-09-27 00:00:00,IRR,23,2914,SHZ003,1035,2,0.3,1125.6,754.152
SO - 000990,Agency,ISF1002,2018-04-10 00:00:00,2018-09-12 00:00:00,2018-10-04 00:00:00,2018-10-08 00:00:00,IRR,21,2138,TEH001,1052,2,0.05,1065.3,649.833
SO - 000991,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-09-12 00:00:00,2018-09-14 00:00:00,2018-09-24 00:00:00,IRR,9,2182,TBZ005,1036,7,0.3,6197.5,4214.3
SO - 000992,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-09-12 00:00:00,2018-09-24 00:00:00,2018-09-27 00:00:00,IRR,22,2032,SHZ003,1064,6,0.05,3912.8,2778.088
SO - 000993,Distributor,TEH1001,2018-04-10 00:00:00,2018-09-12 00:00:00,2018-10-06 00:00:00,2018-10-15 00:00:00,IRR,4,2662,MHD004,1037,1,0.1,247.9,185.925
SO - 000994,Distributor,ISF1002,2018-07-19 00:00:00,2018-09-12 00:00:00,2018-10-03 00:00:00,2018-10-07 00:00:00,IRR,19,2133,MHD004,1063,3,0.075,1038.5,789.26
SO - 000995,Agency,TBZ1004,2018-07-19 00:00:00,2018-09-12 00:00:00,2018-09-17 00:00:00,2018-09-22 00:00:00,IRR,2,2082,TEH001,1074,8,0.1,1098.8,604.34
SO - 000996,Agency,ISF1002,2018-07-19 00:00:00,2018-09-12 00:00:00,2018-09-14 00:00:00,2018-09-24 00:00:00,IRR,3,2905,SHZ003,1016,1,0.075,1273,814.72
SO - 000997,Online,TEH1001,2018-04-10 00:00:00,2018-09-12 00:00:00,2018-09-14 00:00:00,2018-09-18 00:00:00,IRR,24,2589,SHZ003,1036,5,0.15,268,160.8
SO - 000998,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-09-20 00:00:00,2018-09-25 00:00:00,IRR,21,2744,MHD004,1072,8,0.075,3852.5,2157.4
SO - 000999,Distributor,ISF1002,2018-07-19 00:00:00,2018-09-13 00:00:00,2018-10-03 00:00:00,2018-10-12 00:00:00,IRR,18,2156,TBZ005,1002,7,0.2,1876,900.48
SO - 0001000,Agency,TEH1001,2018-07-19 00:00:00,2018-09-13 00:00:00,2018-10-03 00:00:00,2018-10-09 00:00:00,IRR,10,2192,TBZ005,1002,5,0.15,1286.4,887.616
SO - 0001001,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-09-22 00:00:00,2018-10-02 00:00:00,IRR,14,2823,ISF002,1063,6,0.2,174.2,101.036
SO - 0001002,Distributor,TEH1001,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-09-24 00:00:00,2018-09-30 00:00:00,IRR,22,2645,SHZ003,1016,6,0.15,5259.5,4102.41
SO - 0001003,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-10-02 00:00:00,2018-10-08 00:00:00,IRR,22,2791,TEH001,1069,1,0.4,6512.4,5144.796
SO - 0001004,Agency,TBZ1004,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-09-19 00:00:00,2018-09-25 00:00:00,IRR,9,2870,MHD004,1080,3,0.075,1701.8,1021.08
SO - 0001005,Direct Sales,MHD1003,2018-07-19 00:00:00,2018-09-13 00:00:00,2018-10-11 00:00:00,2018-10-15 00:00:00,IRR,17,2612,TBZ005,1086,5,0.1,3832.4,2682.68
SO - 0001006,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-09-17 00:00:00,2018-09-20 00:00:00,IRR,25,2996,MHD004,1042,7,0.15,1775.5,923.26
SO - 0001007,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-13 00:00:00,2018-10-11 00:00:00,2018-10-13 00:00:00,IRR,16,2618,SHZ003,1026,2,0.15,1922.9,865.305
SO - 0001008,Distributor,TBZ1004,2018-07-19 00:00:00,2018-09-13 00:00:00,2018-10-10 00:00:00,2018-10-19 00:00:00,IRR,26,2347,SHZ003,1070,3,0.05,891.1,490.105
SO - 0001009,Distributor,TBZ1004,2018-04-10 00:00:00,2018-09-14 00:00:00,2018-09-20 00:00:00,2018-09-28 00:00:00,IRR,2,2140,MHD004,1010,7,0.075,3289.7,1875.129
SO - 0001010,Direct Sales,MHD1003,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-09-24 00:00:00,2018-10-03 00:00:00,IRR,24,2919,SHZ003,1073,1,0.05,1078.7,593.285
SO - 0001011,Online,MHD1003,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-10-03 00:00:00,2018-10-05 00:00:00,IRR,26,2796,MHD004,1090,2,0.05,3886,2720.2
SO - 0001012,Agency,TEH1001,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-10-10 00:00:00,2018-10-18 00:00:00,IRR,12,2228,SHZ003,1002,4,0.05,1681.7,1143.556
SO - 0001013,Agency,ISF1002,2018-04-10 00:00:00,2018-09-14 00:00:00,2018-10-06 00:00:00,2018-10-13 00:00:00,IRR,28,2626,ISF002,1047,2,0.075,1065.3,852.24
SO - 0001014,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-09-14 00:00:00,2018-10-09 00:00:00,2018-10-19 00:00:00,IRR,23,2027,ISF002,1082,7,0.2,3912.8,3286.752
SO - 0001015,Online,TEH1001,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-09-17 00:00:00,2018-09-21 00:00:00,IRR,18,2433,MHD004,1017,2,0.3,3819,2520.54
SO - 0001016,Agency,TEH1001,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-09-27 00:00:00,2018-09-29 00:00:00,IRR,18,2664,ISF002,1025,5,0.075,1025.1,758.574
SO - 0001017,Distributor,ISF1002,2018-04-10 00:00:00,2018-09-14 00:00:00,2018-10-04 00:00:00,2018-10-06 00:00:00,IRR,22,2707,TEH001,1051,6,0.15,3202.6,1601.3
SO - 0001018,Distributor,MHD1003,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-10-01 00:00:00,2018-10-06 00:00:00,IRR,11,2192,SHZ003,1086,1,0.1,5306.4,2440.944
SO - 0001019,Online,MHD1003,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-09-26 00:00:00,2018-10-01 00:00:00,IRR,9,2172,TEH001,1060,5,0.075,1849.2,1331.424
SO - 0001020,Agency,ISF1002,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-09-21 00:00:00,2018-09-30 00:00:00,IRR,16,2945,TEH001,1075,3,0.1,194.3,137.953
SO - 0001021,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-09-14 00:00:00,2018-09-20 00:00:00,2018-09-29 00:00:00,IRR,7,2888,TBZ005,1026,8,0.05,1051.9,757.368
SO - 0001022,Agency,ISF1002,2018-07-19 00:00:00,2018-09-14 00:00:00,2018-09-23 00:00:00,2018-09-24 00:00:00,IRR,18,2211,SHZ003,1032,7,0.1,1809,1537.65
SO - 0001023,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-09-15 00:00:00,2018-10-04 00:00:00,2018-10-09 00:00:00,IRR,1,2810,ISF002,1027,2,0.15,214.4,130.784
SO - 0001024,Direct Sales,MHD1003,2018-07-19 00:00:00,2018-09-15 00:00:00,2018-09-17 00:00:00,2018-09-21 00:00:00,IRR,6,2641,TBZ005,1015,6,0.075,3530.9,2577.557
SO - 0001025,Distributor,ISF1002,2018-04-10 00:00:00,2018-09-15 00:00:00,2018-09-21 00:00:00,2018-09-28 00:00:00,IRR,5,2908,ISF002,1028,6,0.4,1038.5,810.03
SO - 0001026,Direct Sales,ISF1002,2018-07-19 00:00:00,2018-09-15 00:00:00,2018-10-01 00:00:00,2018-10-09 00:00:00,IRR,19,2415,TEH001,1081,2,0.075,3470.6,1561.77
SO - 0001027,Agency,MHD1003,2018-07-19 00:00:00,2018-09-15 00:00:00,2018-09-19 00:00:00,2018-09-27 00:00:00,IRR,23,2661,ISF002,1057,1,0.15,2659.9,2154.519
SO - 0001028,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-09-15 00:00:00,2018-10-12 00:00:00,2018-10-21 00:00:00,IRR,17,2392,TBZ005,1070,8,0.05,1118.9,637.773
SO - 0001029,Agency,MHD1003,2018-04-10 00:00:00,2018-09-15 00:00:00,2018-10-02 00:00:00,2018-10-07 00:00:00,IRR,4,2560,SHZ003,1019,4,0.4,3892.7,2257.766
SO - 0001030,Direct Sales,ISF1002,2018-07-19 00:00:00,2018-09-15 00:00:00,2018-10-04 00:00:00,2018-10-11 00:00:00,IRR,9,2675,TBZ005,1025,3,0.075,2003.3,921.518
SO - 0001031,Agency,ISF1002,2018-07-19 00:00:00,2018-09-15 00:00:00,2018-09-23 00:00:00,2018-09-28 00:00:00,IRR,12,2906,TBZ005,1020,4,0.05,998.3,788.657
SO - 0001032,Online,TEH1001,2018-07-19 00:00:00,2018-09-16 00:00:00,2018-10-05 00:00:00,2018-10-13 00:00:00,IRR,9,2556,ISF002,1089,3,0.05,2546,1654.9
SO - 0001033,Online,ISF1002,2018-07-19 00:00:00,2018-09-16 00:00:00,2018-09-18 00:00:00,2018-09-23 00:00:00,IRR,15,2425,TBZ005,1028,5,0.075,2552.7,2093.214
